Aggr started. input=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\conv_entities.json, output=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\aggr_entities.json, log=D:\tree-KG\TreeKG-main\src\output\02_hidden_kg\logs\aggr.log
===== [Stage 1] 角色判定（并发=10）=====
[role] 阴阳五行学说 -> core | ok=True attempts=1 fallback=False
[role] 胁胀 -> non-core | ok=True attempts=1 fallback=False
[role] 身重 -> non-core | ok=True attempts=1 fallback=False
[role] 寒凝瘀血 -> non-core | ok=True attempts=1 fallback=False
[role] 痰湿内盛 -> non-core | ok=True attempts=1 fallback=False
[role] 痰湿内阻 -> non-core | ok=True attempts=1 fallback=False
[role] 心阳气虚 -> non-core | ok=True attempts=1 fallback=False
[role] 阳不入阴 -> core | ok=True attempts=1 fallback=False
[role] 湿邪困脾 -> non-core | ok=True attempts=1 fallback=False
[role] 重病昏睡 -> non-core | ok=True attempts=1 fallback=False
[role] 问饮食及口味 -> core | ok=True attempts=1 fallback=False
[role] 脾气亏虚 -> core | ok=True attempts=1 fallback=False
[role] 食欲 -> core | ok=True attempts=1 fallback=False
[role] 进食 -> core | ok=True attempts=1 fallback=False
[role] 饮水 -> core | ok=True attempts=1 fallback=False
[role] 食欲与进食状况 -> core | ok=True attempts=1 fallback=False
[role] 口味异常 -> core | ok=True attempts=1 fallback=False
[role] 口渴与饮水情况 -> core | ok=True attempts=1 fallback=False
[role] 口味 -> core | ok=True attempts=1 fallback=False
[role] 虚 -> core | ok=True attempts=1 fallback=False
[role] 口渴多饮 -> non-core | ok=True attempts=1 fallback=False
[role] 口不渴饮 -> non-core | ok=True attempts=1 fallback=False
[role] 津液未伤 -> non-core | ok=True attempts=1 fallback=False
[role] 大渴喜冷饮 -> non-core | ok=True attempts=1 fallback=False
[role] 实 -> core | ok=True attempts=1 fallback=False
[role] 口甜 -> non-core | ok=True attempts=1 fallback=False
[role] 津液损伤 -> core | ok=True attempts=1 fallback=False
[role] 汗下后口渴 -> non-core | ok=True attempts=1 fallback=False
[role] 津液耗伤 -> core | ok=True attempts=1 fallback=False
[role] 消渴 -> core | ok=True attempts=1 fallback=False
[role] 大渴引饮 -> non-core | ok=True attempts=1 fallback=False
[role] 渴不多饮 -> non-core | ok=True attempts=1 fallback=False
[role] 湿热内蕴 -> non-core | ok=True attempts=1 fallback=False
[role] 多食易饥 -> non-core | ok=True attempts=1 fallback=False
[role] 多食消瘦 -> non-core | ok=True attempts=1 fallback=False
[role] 津液输布障碍 -> core | ok=True attempts=1 fallback=False
[role] 食欲减退 -> non-core | ok=True attempts=1 fallback=False
[role] 温病邪入营分 -> core | ok=True attempts=1 fallback=False
[role] 轻度伤津 -> non-core | ok=True attempts=1 fallback=False
[role] 食量 -> non-core | ok=True attempts=1 fallback=False
[role] 妊娠反应 -> non-core | ok=True attempts=1 fallback=False
[role] 偏嗜食物 -> non-core | ok=True attempts=1 fallback=False
[role] 饥不欲食 -> non-core | ok=True attempts=1 fallback=False
[role] 胃强脾弱 -> non-core | ok=True attempts=1 fallback=False
[role] 口咸 -> non-core | ok=True attempts=1 fallback=False
[role] 虚火内扰 -> non-core | ok=True attempts=1 fallback=False
[role] 脏腑病态 -> core | ok=True attempts=1 fallback=False
[role] 泛酸 -> non-core | ok=True attempts=1 fallback=False
[role] 肾阳虚水泛 -> non-core | ok=True attempts=1 fallback=False
[role] 肝胃郁热 -> non-core | ok=True attempts=1 fallback=False
[role] 除中 -> non-core | ok=True attempts=1 fallback=False
[role] 胃气盛衰 -> core | ok=True attempts=1 fallback=False
[role] 二便情况 -> core | ok=True attempts=1 fallback=False
[role] 阴虚便秘 -> non-core | ok=True attempts=1 fallback=False
[role] 阴寒内结 -> non-core | ok=True attempts=1 fallback=False
[role] 实热便秘 -> non-core | ok=True attempts=1 fallback=False
[role] 脾胃虚弱泄泻 -> non-core | ok=True attempts=1 fallback=False
[role] 肝郁乘脾 -> non-core | ok=True attempts=1 fallback=False
[role] 宿食内停 -> non-core | ok=True attempts=1 fallback=False
[role] 完谷不化 -> non-core | ok=True attempts=1 fallback=False
[role] 五更泻 -> non-core | ok=True attempts=1 fallback=False
[role] 溏结不调 -> non-core | ok=True attempts=1 fallback=False
[role] 证名 -> core | ok=True attempts=1 fallback=False
[role] 小便频数 -> non-core | ok=True attempts=1 fallback=False
[role] 滑泻失禁 -> non-core | ok=True attempts=1 fallback=False
[role] 下利脓血 -> non-core | ok=True attempts=1 fallback=False
[role] 发病时间 -> non-core | ok=True attempts=1 fallback=False
[role] 疾病名 -> core | ok=True attempts=1 fallback=False
[role] 主症 -> core | ok=True attempts=1 fallback=False
[role] 涩痛 -> non-core | ok=True attempts=1 fallback=False
[role] 缓急 -> non-core | ok=True attempts=1 fallback=False
[role] 肛门重坠 -> non-core | ok=True attempts=1 fallback=False
[role] 初始症状 -> non-core | ok=True attempts=1 fallback=False
[role] 癃闭 -> core | ok=True attempts=1 fallback=False
[role] 原因或诱因 -> core | ok=True attempts=1 fallback=False
[role] 病因 -> core | ok=True attempts=1 fallback=False
[role] 邪正消长 -> core | ok=True attempts=1 fallback=False
[role] 温病热入营血 -> non-core | ok=True attempts=1 fallback=False
[role] 病情发展变化 -> core | ok=True attempts=1 fallback=False
[role] 疾病传变 -> core | ok=True attempts=1 fallback=False
[role] 服药效果 -> core | ok=True attempts=1 fallback=False
[role] 余沥不尽 -> non-core | ok=True attempts=1 fallback=False
[role] 预后 -> core | ok=True attempts=1 fallback=False
[role] 伤寒表邪化热入里 -> core | ok=True attempts=1 fallback=False
[role] 病邪性质 -> core | ok=True attempts=1 fallback=False
[role] 辨证用药 -> non-core | ok=True attempts=1 fallback=False
[role] 虚弱 -> non-core | ok=True attempts=1 fallback=False
[role] 亲属健康信息 -> core | ok=True attempts=1 fallback=False
[role] 健康背景 -> non-core | ok=True attempts=1 fallback=False
[role] 疾病分布规律 -> core | ok=True attempts=1 fallback=False
[role] 病理演变规律 -> core | ok=True attempts=1 fallback=False
[role] 病理性汗出 -> core | ok=True attempts=1 fallback=False
[role] 生理性汗出 -> non-core | ok=True attempts=1 fallback=False
[role] 临床诊断 -> core | ok=True attempts=1 fallback=False
[role] 疾病诱因 -> core | ok=True attempts=1 fallback=False
[role] 风寒 -> core | ok=True attempts=1 fallback=False
[role] 风邪袭表 -> non-core | ok=True attempts=1 fallback=False
[role] 气血运行不畅 -> non-core | ok=True attempts=1 fallback=False
[role] 汗出如油 -> non-core | ok=True attempts=1 fallback=False
[role] 邪退正复 -> non-core | ok=True attempts=1 fallback=False
[role] 阴阳气血不足 -> core | ok=True attempts=1 fallback=False
[role] 冷汗淋漓 -> non-core | ok=True attempts=1 fallback=False
[role] 前额 -> non-core | ok=True attempts=1 fallback=False
[role] 外感头痛 -> core | ok=True attempts=1 fallback=False
[role] 后头连项 -> non-core | ok=True attempts=1 fallback=False
[role] 虚实辨证 -> core | ok=True attempts=1 fallback=False
[role] 内伤头痛 -> non-core | ok=True attempts=1 fallback=False
[role] 侧头 -> non-core | ok=True attempts=1 fallback=False
[role] 脾虚痰浊上犯 -> non-core | ok=True attempts=1 fallback=False
[role] 背痛连项 -> non-core | ok=True attempts=1 fallback=False
[role] 痰浊内阻 -> non-core | ok=True attempts=1 fallback=False
[role] 热毒蕴肺 -> non-core | ok=True attempts=1 fallback=False
[role] 颠顶 -> core | ok=True attempts=1 fallback=False
[role] 肩部作痛 -> non-core | ok=True attempts=1 fallback=False
[role] 心脉急骤闭塞 -> non-core | ok=True attempts=1 fallback=False
[role] 风寒客于太阳经 -> non-core | ok=True attempts=1 fallback=False
[role] 雀目 -> non-core | ok=True attempts=1 fallback=False
[role] 歧视 -> non-core | ok=True attempts=1 fallback=False
[role] 痰湿上蒙 -> non-core | ok=True attempts=1 fallback=False
[role] 肾虚精亏 -> non-core | ok=True attempts=1 fallback=False
[role] 中气下陷 -> core | ok=True attempts=1 fallback=False
[role] 风热上扰 -> non-core | ok=True attempts=1 fallback=False
[role] 痰热壅肺 -> non-core | ok=True attempts=1 fallback=False
[role] 精亏血虚 -> non-core | ok=True attempts=1 fallback=False
[role] 心脉痹阻 -> core | ok=True attempts=1 fallback=False
[role] 水湿泛溢 -> non-core | ok=True attempts=1 fallback=False
[role] 气虚不运 -> non-core | ok=True attempts=1 fallback=False
[role] 体内津液 -> core | ok=True attempts=1 fallback=False
[role] 神不守舍 -> non-core | ok=True attempts=1 fallback=False
[role] 津液盈亏 -> core | ok=True attempts=1 fallback=False
[role] 脾胃功能强弱 -> core | ok=True attempts=1 fallback=False
[role] 饮食积滞 -> non-core | ok=True attempts=1 fallback=False
[role] 消化系统 -> core | ok=True attempts=1 fallback=False
[role] 运化能力 -> core | ok=True attempts=1 fallback=False
[role] 脏腑病变 -> non-core | ok=True attempts=1 fallback=False
[role] 十问歌 -> core | ok=True attempts=1 fallback=False
[role] 食欲与食量 -> core | ok=True attempts=1 fallback=False
[role] 口渴与饮水 -> core | ok=True attempts=1 fallback=False
[role] 肝胆火旺 -> non-core | ok=True attempts=1 fallback=False
[role] 中医问诊 -> core | ok=True attempts=1 fallback=False
[role] 酸腐 -> non-core | ok=True attempts=1 fallback=False
[role] 伤食 -> non-core | ok=True attempts=1 fallback=False
[role] 二便 -> core | ok=True attempts=1 fallback=False
[role] 带下病 -> non-core | ok=True attempts=1 fallback=False
[role] 月经异常 -> core | ok=True attempts=1 fallback=False
[role] 中医切脉 -> core | ok=True attempts=1 fallback=False
[role] 三部九候法 -> core | ok=True attempts=1 fallback=False
[role] 小儿问诊 -> core | ok=True attempts=1 fallback=False
[role] 三部诊法 -> core | ok=True attempts=1 fallback=False
[role] 寸部 -> non-core | ok=True attempts=1 fallback=False
[role] 平旦 -> non-core | ok=True attempts=1 fallback=False
[role] 人迎寸口诊法 -> core | ok=True attempts=1 fallback=False
[role] 关部 -> non-core | ok=True attempts=1 fallback=False
[role] 遍诊法 -> core | ok=True attempts=1 fallback=False
[role] 一呼一吸脉行四五至 -> non-core | ok=True attempts=1 fallback=False
[role] 诊脉时间 -> non-core | ok=True attempts=1 fallback=False
[role] 尺部 -> core | ok=True attempts=1 fallback=False
[role] 促脉 -> core | ok=True attempts=1 fallback=False
[role] 按法 -> non-core | ok=True attempts=1 fallback=False
[role] 结脉 -> core | ok=True attempts=1 fallback=False
[role] 举法 -> non-core | ok=True attempts=1 fallback=False
[role] 总按 -> non-core | ok=True attempts=1 fallback=False
[role] 一指定关法 -> non-core | ok=True attempts=1 fallback=False
[role] 代脉 -> non-core | ok=True attempts=1 fallback=False
[role] 寻法 -> non-core | ok=True attempts=1 fallback=False
[role] 平脉 -> core | ok=True attempts=1 fallback=False
[role] 单按 -> non-core | ok=True attempts=1 fallback=False
[role] 脉位 -> non-core | ok=True attempts=1 fallback=False
[role] 脉率 -> non-core | ok=True attempts=1 fallback=False
[role] 脉形 -> non-core | ok=True attempts=1 fallback=False
[role] 有根 -> non-core | ok=True attempts=1 fallback=False
[role] 有神 -> non-core | ok=True attempts=1 fallback=False
[role] 夏洪 -> non-core | ok=True attempts=1 fallback=False
[role] 春弦 -> non-core | ok=True attempts=1 fallback=False
[role] 脉势 -> core | ok=True attempts=1 fallback=False
[role] 斜飞脉 -> non-core | ok=True attempts=1 fallback=False
[role] 秋浮 -> non-core | ok=True attempts=1 fallback=False
[role] 正常变异之脉 -> non-core | ok=True attempts=1 fallback=False
[role] 冬沉 -> non-core | ok=True attempts=1 fallback=False
[role] 反关脉 -> non-core | ok=True attempts=1 fallback=False
[role] 景岳全书 -> core | ok=True attempts=1 fallback=False
[role] 濒湖脉学 -> core | ok=True attempts=1 fallback=False
[role] 14种病脉 -> core | ok=True attempts=1 fallback=False
[role] 诊家正眼 -> core | ok=True attempts=1 fallback=False
[role] 脉象特征 -> core | ok=True attempts=1 fallback=False
[role] 所主病证 -> core | ok=True attempts=1 fallback=False
[role] 脉位表浅 -> non-core | ok=True attempts=1 fallback=False
[role] 主病 -> core | ok=True attempts=1 fallback=False
[role] 阴血衰少 -> non-core | ok=True attempts=1 fallback=False
[role] 虚阳浮越证 -> non-core | ok=True attempts=1 fallback=False
[role] 异常脉象 -> core | ok=True attempts=1 fallback=False
[role] 脉象变化 -> core | ok=True attempts=1 fallback=False
[role] 肌表腠理 -> core | ok=True attempts=1 fallback=False
[role] 里虚证 -> non-core | ok=True attempts=1 fallback=False
[role] 脉位深沉 -> non-core | ok=True attempts=1 fallback=False
[role] 阳气亏虚 -> non-core | ok=True attempts=1 fallback=False
[role] 邪气郁结于里 -> non-core | ok=True attempts=1 fallback=False
[role] 里实证 -> non-core | ok=True attempts=1 fallback=False
[role] 一息不足四至 -> non-core | ok=True attempts=1 fallback=False
[role] 阳气不得舒展 -> non-core | ok=True attempts=1 fallback=False
[role] 生理性沉脉 -> non-core | ok=True attempts=1 fallback=False
[role] 脉气鼓动不足 -> non-core | ok=True attempts=1 fallback=False
[role] 正邪相争 -> non-core | ok=True attempts=1 fallback=False
[role] 气血内困 -> non-core | ok=True attempts=1 fallback=False
[role] 脏腑虚弱 -> core | ok=True attempts=1 fallback=False
[role] 浮大无力 -> non-core | ok=True attempts=1 fallback=False
[role] 阳虚气陷 -> core | ok=True attempts=1 fallback=False
[role] 生理性迟脉 -> non-core | ok=True attempts=1 fallback=False
[role] 浮数 -> non-core | ok=True attempts=1 fallback=False
[role] 邪热结聚 -> non-core | ok=True attempts=1 fallback=False
[role] 寒性凝滞 -> core | ok=True attempts=1 fallback=False
[role] 沉数 -> non-core | ok=True attempts=1 fallback=False
[role] 脉症合参 -> core | ok=True attempts=1 fallback=False
[role] 表热 -> non-core | ok=True attempts=1 fallback=False
[role] 数大而无力 -> non-core | ok=True attempts=1 fallback=False
[role] 里热 -> core | ok=True attempts=1 fallback=False
[role] 阳虚外浮 -> non-core | ok=True attempts=1 fallback=False
[role] 三部脉举之无力，重按空虚 -> non-core | ok=True attempts=1 fallback=False
[role] 按之豁然而空 -> non-core | ok=True attempts=1 fallback=False
[role] 脏腑诸虚 -> non-core | ok=True attempts=1 fallback=False
[role] 正气未虚 -> non-core | ok=True attempts=1 fallback=False
[role] 举 -> non-core | ok=True attempts=1 fallback=False
[role] 寸关尺三部脉象 -> core | ok=True attempts=1 fallback=False
[role] 正邪相搏 -> non-core | ok=True attempts=1 fallback=False
[role] 脉道坚满 -> non-core | ok=True attempts=1 fallback=False
[role] 应指圆滑 -> non-core | ok=True attempts=1 fallback=False
[role] 按 -> non-core | ok=True attempts=1 fallback=False
[role] 气血壅滞充盛 -> non-core | ok=True attempts=1 fallback=False
[role] 往来流利 -> non-core | ok=True attempts=1 fallback=False
[role] 如盘走珠 -> non-core | ok=True attempts=1 fallback=False
[role] 青壮年的常脉 -> non-core | ok=True attempts=1 fallback=False
[role] 妇女的孕脉 -> non-core | ok=True attempts=1 fallback=False
[role] 气血充盛养胎 -> non-core | ok=True attempts=1 fallback=False
[role] 滑脉 -> core | ok=True attempts=1 fallback=False
[role] 血行加速 -> non-core | ok=True attempts=1 fallback=False
[role] 气实血涌 -> non-core | ok=True attempts=1 fallback=False
[role] 气血充实 -> non-core | ok=True attempts=1 fallback=False
[role] 生理滑脉 -> non-core | ok=True attempts=1 fallback=False
[role] 往来不畅 -> non-core | ok=True attempts=1 fallback=False
[role] 应指艰涩 -> non-core | ok=True attempts=1 fallback=False
[role] 轻刀刮竹 -> non-core | ok=True attempts=1 fallback=False
[role] 血少 -> non-core | ok=True attempts=1 fallback=False
[role] 精伤 -> non-core | ok=True attempts=1 fallback=False
[role] 病理滑脉 -> core | ok=True attempts=1 fallback=False
[role] 涩脉 -> core | ok=True attempts=1 fallback=False
[role] 脉体宽大有力 -> non-core | ok=True attempts=1 fallback=False
[role] 涩脉而无力 -> non-core | ok=True attempts=1 fallback=False
[role] 涩而有力 -> non-core | ok=True attempts=1 fallback=False
[role] 洪脉 -> core | ok=True attempts=1 fallback=False
[role] 虚实证候 -> non-core | ok=True attempts=1 fallback=False
[role] 脉道扩张 -> non-core | ok=True attempts=1 fallback=False
[role] 湿邪阻滞 -> core | ok=True attempts=1 fallback=False
[role] 气盛血涌 -> non-core | ok=True attempts=1 fallback=False
[role] 细脉 -> non-core | ok=True attempts=1 fallback=False
[role] 端直以长 -> non-core | ok=True attempts=1 fallback=False
[role] 湿病 -> core | ok=True attempts=1 fallback=False
[role] 阴血亏虚 -> core | ok=True attempts=1 fallback=False
[role] 弦脉 -> core | ok=True attempts=1 fallback=False
[role] 挺然指下 -> non-core | ok=True attempts=1 fallback=False
[role] 肝胆病 -> core | ok=True attempts=1 fallback=False
[role] 脉道拘急 -> non-core | ok=True attempts=1 fallback=False
[role] 如按琴弦 -> non-core | ok=True attempts=1 fallback=False
[role] 原理 -> core | ok=True attempts=1 fallback=False
[role] 气机输转 -> core | ok=True attempts=1 fallback=False
[role] 歇止无固定规律 -> non-core | ok=True attempts=1 fallback=False
[role] 脉来缓慢而时有歇止 -> non-core | ok=True attempts=1 fallback=False
[role] 癥瘕积聚 -> non-core | ok=True attempts=1 fallback=False
[role] 气血运行断续不定 -> non-core | ok=True attempts=1 fallback=False
[role] 气血运行不相连续 -> non-core | ok=True attempts=1 fallback=False
[role] 结而有力 -> non-core | ok=True attempts=1 fallback=False
[role] 结而无力 -> non-core | ok=True attempts=1 fallback=False
[role] 气血亏虚 -> core | ok=True attempts=1 fallback=False
[role] 脉气不能连续 -> non-core | ok=True attempts=1 fallback=False
[role] 停歇时间较长后方能恢复搏动 -> non-core | ok=True attempts=1 fallback=False
[role] 歇止有固定节律 -> non-core | ok=True attempts=1 fallback=False
[role] 缓而间歇 -> non-core | ok=True attempts=1 fallback=False
[role] 脏气衰微 -> non-core | ok=True attempts=1 fallback=False
[role] 气机受阻 -> non-core | ok=True attempts=1 fallback=False
[role] 脉搏跳动中有歇止 -> non-core | ok=True attempts=1 fallback=False
[role] 气血虚损 -> non-core | ok=True attempts=1 fallback=False
[role] 心气失和 -> non-core | ok=True attempts=1 fallback=False
[role] 歇止 -> non-core | ok=True attempts=1 fallback=False
[role] 气血壅滞 -> non-core | ok=True attempts=1 fallback=False
[role] 痰食停积 -> non-core | ok=True attempts=1 fallback=False
[role] 暂时性代脉 -> non-core | ok=True attempts=1 fallback=False
[role] 脏腑虚衰 -> non-core | ok=True attempts=1 fallback=False
[role] 28种病理脉象 -> core | ok=True attempts=1 fallback=False
[role] 虚脱 -> non-core | ok=True attempts=1 fallback=False
[role] 微脉 -> non-core | ok=True attempts=1 fallback=False
[role] 阳热亢盛 -> core | ok=True attempts=1 fallback=False
[role] 短脉 -> non-core | ok=True attempts=1 fallback=False
[role] 相兼脉 -> core | ok=True attempts=1 fallback=False
[role] 二合脉 -> non-core | ok=True attempts=1 fallback=False
[role] 长脉 -> non-core | ok=True attempts=1 fallback=False
[role] 大脉 -> non-core | ok=True attempts=1 fallback=False
[role] 迟 -> non-core | ok=True attempts=1 fallback=False
[role] 紧脉 -> non-core | ok=True attempts=1 fallback=False
[role] 数 -> non-core | ok=True attempts=1 fallback=False
[role] 复合脉 -> core | ok=True attempts=1 fallback=False
[role] 单一脉象 -> non-core | ok=True attempts=1 fallback=False
[role] 弦滑数 -> non-core | ok=True attempts=1 fallback=False
[role] 三合脉 -> non-core | ok=True attempts=1 fallback=False
[role] 洪 -> non-core | ok=True attempts=1 fallback=False
[role] 逆 -> non-core | ok=True attempts=1 fallback=False
[role] 顺 -> non-core | ok=True attempts=1 fallback=False
[role] 濡脉 -> core | ok=True attempts=1 fallback=False
[role] 症真脉假 -> non-core | ok=True attempts=1 fallback=False
[role] 舍症从脉 -> non-core | ok=True attempts=1 fallback=False
[role] 实热内结 -> non-core | ok=True attempts=1 fallback=False
[role] 舍脉从症 -> non-core | ok=True attempts=1 fallback=False
[role] 脉症顺逆 -> core | ok=True attempts=1 fallback=False
[role] 细 -> non-core | ok=True attempts=1 fallback=False
[role] 弱脉 -> non-core | ok=True attempts=1 fallback=False
[role] 辨寒热 -> non-core | ok=True attempts=1 fallback=False
[role] 皮肤滋润 -> non-core | ok=True attempts=1 fallback=False
[role] 干燥 -> non-core | ok=True attempts=1 fallback=False
[role] 热在表 -> non-core | ok=True attempts=1 fallback=False
[role] 热在里 -> non-core | ok=True attempts=1 fallback=False
[role] 按肌肤 -> core | ok=True attempts=1 fallback=False
[role] 察润燥 -> non-core | ok=True attempts=1 fallback=False
[role] 热闭于里 -> non-core | ok=True attempts=1 fallback=False
[role] 脉真症假 -> non-core | ok=True attempts=1 fallback=False
[role] 干瘪 -> non-core | ok=True attempts=1 fallback=False
[role] 阴津不足 -> non-core | ok=True attempts=1 fallback=False
[role] 诊肿胀 -> non-core | ok=True attempts=1 fallback=False
[role] 皮肤甲错 -> non-core | ok=True attempts=1 fallback=False
[role] 棘手 -> non-core | ok=True attempts=1 fallback=False
[role] 津伤较重 -> non-core | ok=True attempts=1 fallback=False
[role] 有脓 -> non-core | ok=True attempts=1 fallback=False
[role] 汗未出 -> non-core | ok=True attempts=1 fallback=False
[role] 气肿 -> non-core | ok=True attempts=1 fallback=False
[role] 审痈疡 -> non-core | ok=True attempts=1 fallback=False
[role] 脓浅 -> non-core | ok=True attempts=1 fallback=False
[role] 无脓 -> non-core | ok=True attempts=1 fallback=False
[role] 尺肤 -> non-core | ok=True attempts=1 fallback=False
[role] 波动感 -> non-core | ok=True attempts=1 fallback=False
[role] 缓 -> non-core | ok=True attempts=1 fallback=False
[role] 滑 -> non-core | ok=True attempts=1 fallback=False
[role] 气血不和 -> non-core | ok=True attempts=1 fallback=False
[role] 脓深 -> non-core | ok=True attempts=1 fallback=False
[role] 急 -> non-core | ok=True attempts=1 fallback=False
[role] 津枯 -> non-core | ok=True attempts=1 fallback=False
[role] 尺肤热甚 -> non-core | ok=True attempts=1 fallback=False
[role] 外感发热 -> non-core | ok=True attempts=1 fallback=False
[role] 温热证 -> core | ok=True attempts=1 fallback=False
[role] 手足俱热 -> non-core | ok=True attempts=1 fallback=False
[role] 手掌冷热 -> non-core | ok=True attempts=1 fallback=False
[role] 内伤阴虚发热 -> non-core | ok=True attempts=1 fallback=False
[role] 里寒偏盛 -> core | ok=True attempts=1 fallback=False
[role] 手足俱冷 -> non-core | ok=True attempts=1 fallback=False
[role] 尺肤寒冷 -> non-core | ok=True attempts=1 fallback=False
[role] 热厥证 -> non-core | ok=True attempts=1 fallback=False
[role] 脐腹 -> non-core | ok=True attempts=1 fallback=False
[role] 麻疹患儿中指尖独冷 -> non-core | ok=True attempts=1 fallback=False
[role] 脐上 -> non-core | ok=True attempts=1 fallback=False
[role] 脘腹按诊 -> core | ok=True attempts=1 fallback=False
[role] 壮热而指尖冷 -> non-core | ok=True attempts=1 fallback=False
[role] 心下 -> core | ok=True attempts=1 fallback=False
[role] 脐下 -> non-core | ok=True attempts=1 fallback=False
[role] 胃脘 -> core | ok=True attempts=1 fallback=False
[role] 左右腹 -> non-core | ok=True attempts=1 fallback=False
[role] 水鼓 -> non-core | ok=True attempts=1 fallback=False
[role] 小儿掌心发热 -> non-core | ok=True attempts=1 fallback=False
[role] 气鼓 -> non-core | ok=True attempts=1 fallback=False
[role] 积聚 -> non-core | ok=True attempts=1 fallback=False
[role] 积 -> non-core | ok=True attempts=1 fallback=False
[role] 脐周 -> non-core | ok=True attempts=1 fallback=False
[role] 表里辨证 -> core | ok=True attempts=1 fallback=False
[role] 痞满 -> non-core | ok=True attempts=1 fallback=False
[role] 胃俞穴 -> non-core | ok=True attempts=1 fallback=False
[role] 胸胁苦满 -> non-core | ok=True attempts=1 fallback=False
[role] 苔薄 -> non-core | ok=True attempts=1 fallback=False
[role] 聚 -> non-core | ok=True attempts=1 fallback=False
[role] 脉浮 -> non-core | ok=True attempts=1 fallback=False
[role] 发热恶寒并见 -> core | ok=True attempts=1 fallback=False
[role] 脉沉 -> non-core | ok=True attempts=1 fallback=False
[role] 寒热辨证 -> core | ok=True attempts=1 fallback=False
[role] 冷痛喜温 -> non-core | ok=True attempts=1 fallback=False
[role] 半表半里证 -> core | ok=True attempts=1 fallback=False
[role] 肢冷蜷卧 -> non-core | ok=True attempts=1 fallback=False
[role] 面色苍白 -> non-core | ok=True attempts=1 fallback=False
[role] 大便溏泄 -> non-core | ok=True attempts=1 fallback=False
[role] 虚热证 -> core | ok=True attempts=1 fallback=False
[role] 口淡不渴 -> non-core | ok=True attempts=1 fallback=False
[role] 舌淡苔白润滑 -> non-core | ok=True attempts=1 fallback=False
[role] 小便清长 -> non-core | ok=True attempts=1 fallback=False
[role] 面红目赤 -> non-core | ok=True attempts=1 fallback=False
[role] 脉迟 -> non-core | ok=True attempts=1 fallback=False
[role] 口渴喜冷饮 -> non-core | ok=True attempts=1 fallback=False
[role] 恶热喜凉 -> non-core | ok=True attempts=1 fallback=False
[role] 少苔 -> non-core | ok=True attempts=1 fallback=False
[role] 舌红苔黄 -> non-core | ok=True attempts=1 fallback=False
[role] 真寒假热证 -> core | ok=True attempts=1 fallback=False
[role] 口不渴 -> non-core | ok=True attempts=1 fallback=False
[role] 大便秘结 -> non-core | ok=True attempts=1 fallback=False
[role] 真热假寒证 -> core | ok=True attempts=1 fallback=False
[role] 四肢逆冷 -> non-core | ok=True attempts=1 fallback=False
[role] 恶寒喜暖 -> non-core | ok=True attempts=1 fallback=False
[role] 面色白 -> non-core | ok=True attempts=1 fallback=False
[role] 舌淡苔白滑 -> non-core | ok=True attempts=1 fallback=False
[role] 面色红赤 -> non-core | ok=True attempts=1 fallback=False
[role] 假热 -> non-core | ok=True attempts=1 fallback=False
[role] 口渴不欲饮 -> non-core | ok=True attempts=1 fallback=False
[role] 发热恶热 -> non-core | ok=True attempts=1 fallback=False
[role] 大便稀溏 -> non-core | ok=True attempts=1 fallback=False
[role] 四肢灼热 -> non-core | ok=True attempts=1 fallback=False
[role] 脉浮大按之无力 -> non-core | ok=True attempts=1 fallback=False
[role] 脉沉迟有力 -> non-core | ok=True attempts=1 fallback=False
[role] 阳气郁闭 -> core | ok=True attempts=1 fallback=False
[role] 邪热内盛 -> core | ok=True attempts=1 fallback=False
[role] 虚虚实实之误 -> non-core | ok=True attempts=1 fallback=False
[role] 身热胸腹灼热 -> non-core | ok=True attempts=1 fallback=False
[role] 假寒 -> non-core | ok=True attempts=1 fallback=False
[role] 疾病耗损 -> non-core | ok=True attempts=1 fallback=False
[role] 邪气不著 -> non-core | ok=True attempts=1 fallback=False
[role] 饮食失调 -> non-core | ok=True attempts=1 fallback=False
[role] 思虑劳倦 -> non-core | ok=True attempts=1 fallback=False
[role] 气血营阴 -> core | ok=True attempts=1 fallback=False
[role] 久病失治 -> non-core | ok=True attempts=1 fallback=False
[role] 邪气盛实 -> core | ok=True attempts=1 fallback=False
[role] 六淫疫疠 -> core | ok=True attempts=1 fallback=False
[role] 正气奋起抗邪 -> non-core | ok=True attempts=1 fallback=False
[role] 肾精元气 -> core | ok=True attempts=1 fallback=False
[role] 正气不虚 -> non-core | ok=True attempts=1 fallback=False
[role] 形体虚弱 -> non-core | ok=True attempts=1 fallback=False
[role] 攻补治疗 -> core | ok=True attempts=1 fallback=False
[role] 邪气壅盛 -> core | ok=True attempts=1 fallback=False
[role] 四诊 -> core | ok=True attempts=1 fallback=False
[role] 声低息微 -> non-core | ok=True attempts=1 fallback=False
[role] 腹痛隐痛 -> non-core | ok=True attempts=1 fallback=False
[role] 舌淡嫩无苔或少苔 -> non-core | ok=True attempts=1 fallback=False
[role] 脉虚弱无力 -> non-core | ok=True attempts=1 fallback=False
[role] 腹胀喜按 -> non-core | ok=True attempts=1 fallback=False
[role] 痛处喜按 -> non-core | ok=True attempts=1 fallback=False
[role] 精神亢奋 -> non-core | ok=True attempts=1 fallback=False
[role] 形体壮实 -> non-core | ok=True attempts=1 fallback=False
