Aggr started. input=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\conv_entities.json, output=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\aggr_entities.json, log=D:\tree-KG\TreeKG-main\src\output\中医文化学\02_hidden_kg\logs\aggr.log
===== [Stage 1] 角色判定（并发=10）=====
[role] 广义文化 -> core | ok=True attempts=1 fallback=False
[role] 儒道文化 -> core | ok=True attempts=1 fallback=False
[role] 汉文化 -> core | ok=True attempts=1 fallback=False
[role] 巴利文经典 -> core | ok=True attempts=1 fallback=False
[role] 密教 -> core | ok=True attempts=1 fallback=False
[role] 政教合一体系 -> core | ok=True attempts=1 fallback=False
[role] 上座部系统 -> core | ok=True attempts=1 fallback=False
[role] 佛教中国化 -> core | ok=True attempts=1 fallback=False
[role] 云南上座部佛教 -> core | ok=True attempts=1 fallback=False
[role] 译述佛经阶段 -> core | ok=True attempts=1 fallback=False
[role] 创宗立派阶段 -> core | ok=True attempts=1 fallback=False
[role] 三教合一阶段 -> core | ok=True attempts=1 fallback=False
[role] 编撰佛经阶段 -> core | ok=True attempts=1 fallback=False
[role] 黄老 -> core | ok=True attempts=1 fallback=False
[role] 儒家伦理 -> core | ok=True attempts=1 fallback=False
[role] 玄学 -> core | ok=True attempts=1 fallback=False
[role] 净土宗 -> core | ok=True attempts=1 fallback=False
[role] 禅宗 -> core | ok=True attempts=1 fallback=False
[role] 译经僧人 -> core | ok=True attempts=1 fallback=False
[role] 思想汉语化 -> core | ok=True attempts=1 fallback=False
[role] 注疏 -> core | ok=True attempts=1 fallback=False
[role] 天台宗 -> core | ok=True attempts=1 fallback=False
[role] 唐武宗废佛 -> non-core | ok=True attempts=1 fallback=False
[role] 教外别传 -> core | ok=True attempts=1 fallback=False
[role] 菩提达摩 -> core | ok=True attempts=1 fallback=False
[role] 神秀 -> non-core | ok=True attempts=1 fallback=False
[role] 六祖慧能 -> core | ok=True attempts=1 fallback=False
[role] 五祖弘忍 -> core | ok=True attempts=1 fallback=False
[role] 禅定 -> core | ok=True attempts=1 fallback=False
[role] 不立文字，教外别传；直指人心，见性成佛 -> core | ok=True attempts=1 fallback=False
[role] 《楞伽经》 -> core | ok=True attempts=1 fallback=False
[role] 万法皆空 -> non-core | ok=True attempts=1 fallback=False
[role] 渐修 -> core | ok=True attempts=1 fallback=False
[role] 北宗渐门 -> core | ok=True attempts=1 fallback=False
[role] 《金刚经》 -> core | ok=True attempts=1 fallback=False
[role] 顿悟 -> core | ok=True attempts=1 fallback=False
[role] 南宗顿门 -> core | ok=True attempts=1 fallback=False
[role] 《坛经》 -> core | ok=True attempts=1 fallback=False
[role] 智顗 -> core | ok=True attempts=1 fallback=False
[role] 顿悟成佛 -> core | ok=True attempts=1 fallback=False
[role] 龙树 -> non-core | ok=True attempts=1 fallback=False
[role] 慧文 -> non-core | ok=True attempts=1 fallback=False
[role] 《法华经》 -> core | ok=True attempts=1 fallback=False
[role] 见性成佛 -> core | ok=True attempts=1 fallback=False
[role] 《法华文句》 -> core | ok=True attempts=1 fallback=False
[role] 《摩诃止观》 -> core | ok=True attempts=1 fallback=False
[role] 天台三大部 -> core | ok=True attempts=1 fallback=False
[role] 《法华玄义》 -> core | ok=True attempts=1 fallback=False
[role] 因缘 -> core | ok=True attempts=1 fallback=False
[role] 约教 -> core | ok=True attempts=1 fallback=False
[role] 华严宗 -> core | ok=True attempts=1 fallback=False
[role] 一念三千 -> core | ok=True attempts=1 fallback=False
[role] 《华严经》 -> core | ok=True attempts=1 fallback=False
[role] 龙树菩萨 -> non-core | ok=True attempts=1 fallback=False
[role] 法藏 -> core | ok=True attempts=1 fallback=False
[role] 本迹 -> core | ok=True attempts=1 fallback=False
[role] 观心 -> core | ok=True attempts=1 fallback=False
[role] 贤首 -> non-core | ok=True attempts=1 fallback=False
[role] 武则天 -> non-core | ok=True attempts=1 fallback=False
[role] 《初发心菩萨功德品》 -> non-core | ok=True attempts=1 fallback=False
[role] 一多相即 -> core | ok=True attempts=1 fallback=False
[role] 一世界 -> non-core | ok=True attempts=1 fallback=False
[role] 《十住品》 -> core | ok=True attempts=1 fallback=False
[role] 无量无边世界 -> non-core | ok=True attempts=1 fallback=False
[role] 他力 -> core | ok=True attempts=1 fallback=False
[role] 往生西方极乐净土 -> core | ok=True attempts=1 fallback=False
[role] 庐山慧远 -> non-core | ok=True attempts=1 fallback=False
[role] 阿弥陀佛名号 -> core | ok=True attempts=1 fallback=False
[role] 自力 -> core | ok=True attempts=1 fallback=False
[role] 一心专念 -> core | ok=True attempts=1 fallback=False
[role] 昙鸾 -> non-core | ok=True attempts=1 fallback=False
[role] 道绰 -> non-core | ok=True attempts=1 fallback=False
[role] 三经一论 -> non-core | ok=True attempts=1 fallback=False
[role] 阿弥陀经 -> core | ok=True attempts=1 fallback=False
[role] 法藏比丘四十八愿 -> core | ok=True attempts=1 fallback=False
[role] 无量寿经 -> core | ok=True attempts=1 fallback=False
[role] 慈愍 -> non-core | ok=True attempts=1 fallback=False
[role] 三辈往生 -> core | ok=True attempts=1 fallback=False
[role] 观无量寿经 -> core | ok=True attempts=1 fallback=False
[role] 往生论 -> core | ok=True attempts=1 fallback=False
[role] 净业正因 -> core | ok=True attempts=1 fallback=False
[role] 十六观法 -> core | ok=True attempts=1 fallback=False
[role] 九品往生 -> core | ok=True attempts=1 fallback=False
[role] 三论宗 -> core | ok=True attempts=1 fallback=False
[role] 吉藏 -> non-core | ok=True attempts=1 fallback=False
[role] 《中论》 -> core | ok=True attempts=1 fallback=False
[role] 印度初祖 -> non-core | ok=True attempts=1 fallback=False
[role] 五念门 -> core | ok=True attempts=1 fallback=False
[role] 中国初祖 -> non-core | ok=True attempts=1 fallback=False
[role] 称名念佛 -> core | ok=True attempts=1 fallback=False
[role] 《十二门论》 -> core | ok=True attempts=1 fallback=False
[role] 提婆 -> non-core | ok=True attempts=1 fallback=False
[role] 鸠摩罗什 -> core | ok=True attempts=1 fallback=False
[role] 大乘佛学 -> core | ok=True attempts=1 fallback=False
[role] 缘起性空 -> core | ok=True attempts=1 fallback=False
[role] 真空 -> non-core | ok=True attempts=1 fallback=False
[role] 不常不断 -> core | ok=True attempts=1 fallback=False
[role] 八不偈 -> non-core | ok=True attempts=1 fallback=False
[role] 缘起 -> core | ok=True attempts=1 fallback=False
[role] 法相宗 -> core | ok=True attempts=1 fallback=False
[role] 无自性 -> core | ok=True attempts=1 fallback=False
[role] 诸法性空的中道实相论 -> core | ok=True attempts=1 fallback=False
[role] 《百论》 -> core | ok=True attempts=1 fallback=False
[role] 不来不出 -> non-core | ok=True attempts=1 fallback=False
[role] 性 -> non-core | ok=True attempts=1 fallback=False
[role] 不生不灭 -> core | ok=True attempts=1 fallback=False
[role] 不一不异 -> core | ok=True attempts=1 fallback=False
[role] 相 -> non-core | ok=True attempts=1 fallback=False
[role] 窥基 -> non-core | ok=True attempts=1 fallback=False
[role] 万法唯识 -> core | ok=True attempts=1 fallback=False
[role] 玄奘 -> non-core | ok=True attempts=1 fallback=False
[role] 妙有 -> non-core | ok=True attempts=1 fallback=False
[role] 律宗 -> core | ok=True attempts=1 fallback=False
[role] 法 -> core | ok=True attempts=1 fallback=False
[role] 识 -> core | ok=True attempts=1 fallback=False
[role] 三界唯心 -> core | ok=True attempts=1 fallback=False
[role] 因明学 -> core | ok=True attempts=1 fallback=False
[role] 道宣法师 -> core | ok=True attempts=1 fallback=False
[role] 《四分律》 -> core | ok=True attempts=1 fallback=False
[role] 《十颂律》 -> core | ok=True attempts=1 fallback=False
[role] 《摩诃僧祗律》 -> core | ok=True attempts=1 fallback=False
[role] 《毗尼母论》 -> non-core | ok=True attempts=1 fallback=False
[role] 《五分律》 -> core | ok=True attempts=1 fallback=False
[role] 四律 -> core | ok=True attempts=1 fallback=False
[role] 五论 -> core | ok=True attempts=1 fallback=False
[role] 《摩得勒伽论》 -> core | ok=True attempts=1 fallback=False
[role] 《明了论》 -> non-core | ok=True attempts=1 fallback=False
[role] 《萨婆多论》 -> core | ok=True attempts=1 fallback=False
[role] 日本律宗 -> core | ok=True attempts=1 fallback=False
[role] 谛 -> core | ok=True attempts=1 fallback=False
[role] 《善见律毗婆沙》 -> core | ok=True attempts=1 fallback=False
[role] 鉴真大师 -> non-core | ok=True attempts=1 fallback=False
[role] 圣谛 -> core | ok=True attempts=1 fallback=False
[role] 苦谛 -> core | ok=True attempts=1 fallback=False
[role] 四谛 -> core | ok=True attempts=1 fallback=False
[role] 八苦 -> core | ok=True attempts=1 fallback=False
[role] 老 -> core | ok=True attempts=1 fallback=False
[role] 死 -> core | ok=True attempts=1 fallback=False
[role] 怨憎会 -> core | ok=True attempts=1 fallback=False
[role] 集谛 -> core | ok=True attempts=1 fallback=False
[role] 五取蕴 -> core | ok=True attempts=1 fallback=False
[role] 诸法无我 -> core | ok=True attempts=1 fallback=False
[role] 爱别离 -> core | ok=True attempts=1 fallback=False
[role] 求不得 -> core | ok=True attempts=1 fallback=False
[role] 十二因缘 -> core | ok=True attempts=1 fallback=False
[role] 灭谛 -> core | ok=True attempts=1 fallback=False
[role] 诸行无常 -> core | ok=True attempts=1 fallback=False
[role] 正见 -> core | ok=True attempts=1 fallback=False
[role] 涅槃 -> core | ok=True attempts=1 fallback=False
[role] 八正道 -> core | ok=True attempts=1 fallback=False
[role] 道谛 -> core | ok=True attempts=1 fallback=False
[role] 正业 -> core | ok=True attempts=1 fallback=False
[role] 正语 -> core | ok=True attempts=1 fallback=False
[role] 正思 -> core | ok=True attempts=1 fallback=False
[role] 一切皆空 -> core | ok=True attempts=1 fallback=False
[role] 正念 -> core | ok=True attempts=1 fallback=False
[role] 正命 -> core | ok=True attempts=1 fallback=False
[role] 释尊 -> core | ok=True attempts=1 fallback=False
[role] 正定 -> core | ok=True attempts=1 fallback=False
[role] 《心经》 -> core | ok=True attempts=1 fallback=False
[role] 性空 -> core | ok=True attempts=1 fallback=False
[role] 因果相生 -> core | ok=True attempts=1 fallback=False
[role] 正精进 -> core | ok=True attempts=1 fallback=False
[role] 性空妙有 -> core | ok=True attempts=1 fallback=False
[role] 色不异空，空不异色 -> core | ok=True attempts=1 fallback=False
[role] 轮回理论 -> core | ok=True attempts=1 fallback=False
[role] 虚无主义 -> core | ok=True attempts=1 fallback=False
[role] 因果缘起 -> core | ok=True attempts=1 fallback=False
[role] 相续不空 -> core | ok=True attempts=1 fallback=False
[role] 三界六道 -> core | ok=True attempts=1 fallback=False
[role] 三毒 -> core | ok=True attempts=1 fallback=False
[role] 刹那生灭 -> core | ok=True attempts=1 fallback=False
[role] 业 -> core | ok=True attempts=1 fallback=False
[role] 业报 -> core | ok=True attempts=1 fallback=False
[role] 三世轮回 -> core | ok=True attempts=1 fallback=False
[role] 果报 -> core | ok=True attempts=1 fallback=False
[role] 业感缘起 -> core | ok=True attempts=1 fallback=False
[role] 灵魂不灭 -> core | ok=True attempts=1 fallback=False
[role] 身、口、意 -> core | ok=True attempts=1 fallback=False
[role] 涅槃解脱 -> core | ok=True attempts=1 fallback=False
[role] 三法印 -> core | ok=True attempts=1 fallback=False
[role] 六度 -> core | ok=True attempts=1 fallback=False
[role] 缘起说 -> core | ok=True attempts=1 fallback=False
[role] 大智度论 -> core | ok=True attempts=1 fallback=False
[role] 涅槃寂静 -> core | ok=True attempts=1 fallback=False
[role] 我执 -> core | ok=True attempts=1 fallback=False
[role] 止恶 -> non-core | ok=True attempts=1 fallback=False
[role] 度 -> core | ok=True attempts=1 fallback=False
[role] 法施 -> core | ok=True attempts=1 fallback=False
[role] 布施 -> core | ok=True attempts=1 fallback=False
[role] 无畏施 -> core | ok=True attempts=1 fallback=False
[role] 般若 -> core | ok=True attempts=1 fallback=False
[role] 财施 -> non-core | ok=True attempts=1 fallback=False
[role] 持戒 -> core | ok=True attempts=1 fallback=False
[role] 修善 -> non-core | ok=True attempts=1 fallback=False
[role] 精进 -> core | ok=True attempts=1 fallback=False
[role] 忍辱 -> core | ok=True attempts=1 fallback=False
[role] 生死此岸 -> non-core | ok=True attempts=1 fallback=False
[role] 俗智 -> non-core | ok=True attempts=1 fallback=False
[role] 色空不二 -> core | ok=True attempts=1 fallback=False
[role] 菩萨 -> core | ok=True attempts=1 fallback=False
[role] 六度船筏 -> core | ok=True attempts=1 fallback=False
[role] 涅槃彼岸 -> core | ok=True attempts=1 fallback=False
[role] 真智 -> core | ok=True attempts=1 fallback=False
[role] 苦 -> core | ok=True attempts=1 fallback=False
[role] 饶益有情 -> core | ok=True attempts=1 fallback=False
[role] 涅槃寂灭 -> non-core | ok=True attempts=1 fallback=False
[role] 修学体证 -> non-core | ok=True attempts=1 fallback=False
[role] 学佛 -> core | ok=True attempts=1 fallback=False
[role] 中智 -> core | ok=True attempts=1 fallback=False
[role] 离苦得乐 -> core | ok=True attempts=1 fallback=False
[role] 苦集烦恼 -> core | ok=True attempts=1 fallback=False
[role] 四圣谛 -> core | ok=True attempts=1 fallback=False
[role] 正观 -> core | ok=True attempts=1 fallback=False
[role] 生死轮回 -> core | ok=True attempts=1 fallback=False
[role] 因果 -> core | ok=True attempts=1 fallback=False
[role] 颠倒邪见 -> non-core | ok=True attempts=1 fallback=False
[role] 涅槃圣贤境界 -> core | ok=True attempts=1 fallback=False
[role] 慧 -> core | ok=True attempts=1 fallback=False
[role] 定 -> core | ok=True attempts=1 fallback=False
[role] 三无漏学 -> core | ok=True attempts=1 fallback=False
[role] 眼识 -> core | ok=True attempts=1 fallback=False
[role] 出世解脱道 -> core | ok=True attempts=1 fallback=False
[role] 戒 -> core | ok=True attempts=1 fallback=False
[role] 鼻识 -> core | ok=True attempts=1 fallback=False
[role] 意识 -> core | ok=True attempts=1 fallback=False
[role] 阿赖耶识 -> core | ok=True attempts=1 fallback=False
[role] 舌识 -> core | ok=True attempts=1 fallback=False
[role] 耳识 -> core | ok=True attempts=1 fallback=False
[role] 极乐世界 -> non-core | ok=True attempts=1 fallback=False
[role] 身识 -> core | ok=True attempts=1 fallback=False
[role] 能缘 -> non-core | ok=True attempts=1 fallback=False
[role] 末那识 -> core | ok=True attempts=1 fallback=False
[role] 我 -> core | ok=True attempts=1 fallback=False
[role] 所缘 -> core | ok=True attempts=1 fallback=False
[role] 明心见性 -> core | ok=True attempts=1 fallback=False
[role] 不立文字 -> core | ok=True attempts=1 fallback=False
[role] 直指人心 -> core | ok=True attempts=1 fallback=False
[role] 本来面目 -> core | ok=True attempts=1 fallback=False
[role] 明心 -> core | ok=True attempts=1 fallback=False
[role] 觉悟与烦恼 -> core | ok=True attempts=1 fallback=False
[role] 真心与妄心 -> core | ok=True attempts=1 fallback=False
[role] 不思善、不思恶 -> core | ok=True attempts=1 fallback=False
[role] 见性 -> core | ok=True attempts=1 fallback=False
[role] 南顿北渐 -> core | ok=True attempts=1 fallback=False
[role] 应无所住而生其心 -> core | ok=True attempts=1 fallback=False
[role] 自心佛性 -> core | ok=True attempts=1 fallback=False
[role] 金刚经 -> core | ok=True attempts=1 fallback=False
[role] 渐悟 -> non-core | ok=True attempts=1 fallback=False
[role] 本自清净 -> non-core | ok=True attempts=1 fallback=False
[role] 慧能 -> core | ok=True attempts=1 fallback=False
[role] 南宗 -> core | ok=True attempts=1 fallback=False
[role] 北宗 -> core | ok=True attempts=1 fallback=False
[role] 冯友兰 -> core | ok=True attempts=1 fallback=False
[role] 成佛 -> core | ok=True attempts=1 fallback=False
[role] 灵知 -> core | ok=True attempts=1 fallback=False
[role] 轮回 -> core | ok=True attempts=1 fallback=False
[role] 自心是佛 -> core | ok=True attempts=1 fallback=False
[role] 积学 -> core | ok=True attempts=1 fallback=False
[role] 佛性 -> core | ok=True attempts=1 fallback=False
[role] 本性是佛 -> core | ok=True attempts=1 fallback=False
[role] 空有 -> core | ok=True attempts=1 fallback=False
[role] 因果报应 -> core | ok=True attempts=1 fallback=False
[role] 解脱生死轮回 -> core | ok=True attempts=1 fallback=False
[role] 内证 -> core | ok=True attempts=1 fallback=False
[role] 《大智度论》 -> core | ok=True attempts=1 fallback=False
[role] 波罗蜜多 -> core | ok=True attempts=1 fallback=False
[role] 涅槃寂灭之乐 -> non-core | ok=True attempts=1 fallback=False
[role] 戒学 -> core | ok=True attempts=1 fallback=False
[role] 戒定慧三无漏学 -> core | ok=True attempts=1 fallback=False
[role] 慧学 -> core | ok=True attempts=1 fallback=False
[role] 唯识宗 -> core | ok=True attempts=1 fallback=False
[role] 无念为宗 -> core | ok=True attempts=1 fallback=False
[role] 定学 -> core | ok=True attempts=1 fallback=False
[role] 无相为体 -> core | ok=True attempts=1 fallback=False
[role] 教人向善 -> non-core | ok=True attempts=1 fallback=False
[role] 业报轮回 -> core | ok=True attempts=1 fallback=False
[role] 三学 -> core | ok=True attempts=1 fallback=False
[role] 核心宗旨 -> core | ok=True attempts=1 fallback=False
[role] 止恶行善 -> core | ok=True attempts=1 fallback=False
[role] 伦理准则 -> core | ok=True attempts=1 fallback=False
[role] 基本道德规范 -> core | ok=True attempts=1 fallback=False
[role] 无住为本 -> core | ok=True attempts=1 fallback=False
[role] 慈悲 -> core | ok=True attempts=1 fallback=False
[role] 平等慈悲 -> core | ok=True attempts=1 fallback=False
[role] 去恶从善 -> non-core | ok=True attempts=1 fallback=False
[role] 圣人之教 -> non-core | ok=True attempts=1 fallback=False
[role] 慈 -> non-core | ok=True attempts=1 fallback=False
[role] 帮助他人解脱 -> non-core | ok=True attempts=1 fallback=False
[role] 自他不二 -> core | ok=True attempts=1 fallback=False
[role] 自我解脱 -> core | ok=True attempts=1 fallback=False
[role] 为医要真诚 -> non-core | ok=True attempts=1 fallback=False
[role] 佛教戒律 -> core | ok=True attempts=1 fallback=False
[role] 境界提升 -> core | ok=True attempts=1 fallback=False
[role] 正 -> core | ok=True attempts=1 fallback=False
[role] 自利利他 -> core | ok=True attempts=1 fallback=False
[role] 大医之风范 -> non-core | ok=True attempts=1 fallback=False
[role] 治病要真心 -> non-core | ok=True attempts=1 fallback=False
[role] 医学道德 -> core | ok=True attempts=1 fallback=False
[role] 道德约束 -> core | ok=True attempts=1 fallback=False
[role] 生命科学 -> core | ok=True attempts=1 fallback=False
[role] 精勤学医 -> non-core | ok=True attempts=1 fallback=False
[role] 精微用心 -> non-core | ok=True attempts=1 fallback=False
[role] 静心宽宏 -> non-core | ok=True attempts=1 fallback=False
[role] 视患者如亲人 -> non-core | ok=True attempts=1 fallback=False
[role] 不为名利 -> non-core | ok=True attempts=1 fallback=False
[role] 谦逊养德 -> non-core | ok=True attempts=1 fallback=False
[role] 常怀同情 -> non-core | ok=True attempts=1 fallback=False
[role] 细心全面 -> non-core | ok=True attempts=1 fallback=False
[role] 谨言慎行 -> non-core | ok=True attempts=1 fallback=False
[role] 严己宽人 -> non-core | ok=True attempts=1 fallback=False
[role] 为医要规范 -> non-core | ok=True attempts=1 fallback=False
[role] 不为财而救人 -> non-core | ok=True attempts=1 fallback=False
[role] 态度认真 -> non-core | ok=True attempts=1 fallback=False
[role] 四大 -> core | ok=True attempts=1 fallback=False
[role] 热病 -> non-core | ok=True attempts=1 fallback=False
[role] 救济之心 -> non-core | ok=True attempts=1 fallback=False
[role] 地大 -> non-core | ok=True attempts=1 fallback=False
[role] 火大 -> non-core | ok=True attempts=1 fallback=False
[role] 四百四病 -> non-core | ok=True attempts=1 fallback=False
[role] 风大 -> non-core | ok=True attempts=1 fallback=False
[role] 寒病 -> non-core | ok=True attempts=1 fallback=False
[role] 百一理论 -> core | ok=True attempts=1 fallback=False
[role] 土大增 -> non-core | ok=True attempts=1 fallback=False
[role] 陶弘景 -> non-core | ok=True attempts=1 fallback=False
[role] 巢元方 -> non-core | ok=True attempts=1 fallback=False
[role] 杂 -> non-core | ok=True attempts=1 fallback=False
[role] 水大 -> non-core | ok=True attempts=1 fallback=False
[role] 外在四大不调 -> non-core | ok=True attempts=1 fallback=False
[role] 水大积 -> non-core | ok=True attempts=1 fallback=False
[role] 贪 -> core | ok=True attempts=1 fallback=False
[role] 痴 -> core | ok=True attempts=1 fallback=False
[role] 嗔 -> non-core | ok=True attempts=1 fallback=False
[role] 痰 -> non-core | ok=True attempts=1 fallback=False
[role] 妄想 -> non-core | ok=True attempts=1 fallback=False
[role] 高血压 -> non-core | ok=True attempts=1 fallback=False
[role] 妄念 -> non-core | ok=True attempts=1 fallback=False
[role] 我相 -> non-core | ok=True attempts=1 fallback=False
[role] 血脉贲张 -> non-core | ok=True attempts=1 fallback=False
[role] 心脏病 -> non-core | ok=True attempts=1 fallback=False
[role] 消化性溃疡 -> non-core | ok=True attempts=1 fallback=False
[role] 八万四千法门 -> core | ok=True attempts=1 fallback=False
[role] 中道 -> core | ok=True attempts=1 fallback=False
[role] 沉香 -> non-core | ok=True attempts=1 fallback=False
[role] 不净观 -> core | ok=True attempts=1 fallback=False
[role] 龙脑香 -> non-core | ok=True attempts=1 fallback=False
[role] 慈悲观 -> core | ok=True attempts=1 fallback=False
[role] 乳香 -> non-core | ok=True attempts=1 fallback=False
[role] 《维摩诘经》 -> core | ok=True attempts=1 fallback=False
[role] 因缘观 -> core | ok=True attempts=1 fallback=False
[role] 毗醯勒 -> non-core | ok=True attempts=1 fallback=False
[role] 佛法 -> core | ok=True attempts=1 fallback=False
[role] 胡椒 -> non-core | ok=True attempts=1 fallback=False
[role] 阿波末利迦 -> non-core | ok=True attempts=1 fallback=False
[role] 番红花 -> non-core | ok=True attempts=1 fallback=False
[role] 郁金 -> non-core | ok=True attempts=1 fallback=False
[role] 《不空绢索咒经》 -> non-core | ok=True attempts=1 fallback=False
[role] 奢弥草 -> non-core | ok=True attempts=1 fallback=False
[role] 《曼殊室利菩萨咒藏中一字咒王经》 -> non-core | ok=True attempts=1 fallback=False
[role] 诃梨勒 -> non-core | ok=True attempts=1 fallback=False
[role] 船椒树子 -> non-core | ok=True attempts=1 fallback=False
[role] 耆婆百病丸 -> non-core | ok=True attempts=1 fallback=False
[role] 《名医别录》 -> non-core | ok=True attempts=1 fallback=False
[role] 杨枝洁齿 -> non-core | ok=True attempts=1 fallback=False
[role] 《肘后方》 -> non-core | ok=True attempts=1 fallback=False
[role] 《唐本草》 -> non-core | ok=True attempts=1 fallback=False
[role] 揩齿法 -> non-core | ok=True attempts=1 fallback=False
[role] 《温室洗浴众僧经》 -> non-core | ok=True attempts=1 fallback=False
[role] 《千金要方》 -> core | ok=True attempts=1 fallback=False
[role] 白内障金针拔障术 -> core | ok=True attempts=1 fallback=False
[role] 《外台秘要》 -> core | ok=True attempts=1 fallback=False
[role] 《目经大成》 -> non-core | ok=True attempts=1 fallback=False
[role] 八法 -> core | ok=True attempts=1 fallback=False
[role] 《龙树菩萨方》 -> non-core | ok=True attempts=1 fallback=False
[role] 《天竺经眼论》 -> non-core | ok=True attempts=1 fallback=False
[role] 七十二眼方 -> non-core | ok=True attempts=1 fallback=False
[role] 支法存 -> non-core | ok=True attempts=1 fallback=False
[role] 《申苏方》 -> non-core | ok=True attempts=1 fallback=False
[role] 《诸病源候论》 -> core | ok=True attempts=1 fallback=False
[role] 深师 -> non-core | ok=True attempts=1 fallback=False
[role] 《僧深药方》 -> non-core | ok=True attempts=1 fallback=False
[role] 溪毒蒸气疗法 -> non-core | ok=True attempts=1 fallback=False
[role] 脚气病防治学先驱 -> non-core | ok=True attempts=1 fallback=False
[role] 仰道人 -> non-core | ok=True attempts=1 fallback=False
[role] 于法开 -> non-core | ok=True attempts=1 fallback=False
[role] 识含宗 -> non-core | ok=True attempts=1 fallback=False
[role] 蔺道人 -> non-core | ok=True attempts=1 fallback=False
[role] 羊膜 -> non-core | ok=True attempts=1 fallback=False
[role] 气血学说 -> core | ok=True attempts=1 fallback=False
[role] 四物汤 -> non-core | ok=True attempts=1 fallback=False
[role] 《仙授理伤续断秘方》 -> core | ok=True attempts=1 fallback=False
[role] 骨折脱臼治疗常规 -> core | ok=True attempts=1 fallback=False
[role] 小夹板固定 -> non-core | ok=True attempts=1 fallback=False
[role] 果 -> core | ok=True attempts=1 fallback=False
[role] 佛学文化 -> core | ok=True attempts=1 fallback=False
[role] 因 -> core | ok=True attempts=1 fallback=False
[role] 善业 -> core | ok=True attempts=1 fallback=False
[role] 佛陀 -> core | ok=True attempts=1 fallback=False
[role] 因果论 -> core | ok=True attempts=1 fallback=False
[role] 业报说 -> core | ok=True attempts=1 fallback=False
[role] 善报 -> core | ok=True attempts=1 fallback=False
[role] 诸法因缘而生 -> core | ok=True attempts=1 fallback=False
[role] 恶报 -> core | ok=True attempts=1 fallback=False
[role] 缘起学说 -> core | ok=True attempts=1 fallback=False
[role] 恶业 -> core | ok=True attempts=1 fallback=False
[role] 饮食起居 -> core | ok=True attempts=1 fallback=False
[role] 此有故彼有，此生故彼生 -> core | ok=True attempts=1 fallback=False
[role] 精神情志 -> core | ok=True attempts=1 fallback=False
[role] 运动呼吸 -> non-core | ok=True attempts=1 fallback=False
[role] 和于术数 -> core | ok=True attempts=1 fallback=False
[role] 心安不惧 -> non-core | ok=True attempts=1 fallback=False
[role] 百病生于气 -> core | ok=True attempts=1 fallback=False
[role] 志闲少欲 -> non-core | ok=True attempts=1 fallback=False
[role] 心性学说 -> core | ok=True attempts=1 fallback=False
[role] 太上养神 -> core | ok=True attempts=1 fallback=False
[role] 精神安乎形 -> core | ok=True attempts=1 fallback=False
[role] 神清意平 -> non-core | ok=True attempts=1 fallback=False
[role] 无念 -> core | ok=True attempts=1 fallback=False
[role] 心病 -> core | ok=True attempts=1 fallback=False
[role] 四大皆空 -> core | ok=True attempts=1 fallback=False
[role] 无住 -> core | ok=True attempts=1 fallback=False
[role] 元气调息 -> non-core | ok=True attempts=1 fallback=False
[role] 外修 -> non-core | ok=True attempts=1 fallback=False
[role] 内修 -> core | ok=True attempts=1 fallback=False
[role] 六尘 -> core | ok=True attempts=1 fallback=False
[role] 经行 -> non-core | ok=True attempts=1 fallback=False
[role] 武术 -> core | ok=True attempts=1 fallback=False
[role] 无相 -> core | ok=True attempts=1 fallback=False
[role] 跑香 -> non-core | ok=True attempts=1 fallback=False
[role] 向善 -> core | ok=True attempts=1 fallback=False
[role] 悲拔苦 -> non-core | ok=True attempts=1 fallback=False
[role] 绕佛 -> core | ok=True attempts=1 fallback=False
[role] 五风 -> non-core | ok=True attempts=1 fallback=False
[role] 慈予乐 -> non-core | ok=True attempts=1 fallback=False
[role] 四大分散 -> core | ok=True attempts=1 fallback=False
[role] 仁心仁术 -> non-core | ok=True attempts=1 fallback=False
[role] 《大医精诚》 -> core | ok=True attempts=1 fallback=False
[role] 声 -> core | ok=True attempts=1 fallback=False
[role] 味 -> core | ok=True attempts=1 fallback=False
[role] 《观世间菩萨如意摩尼陀罗经》 -> non-core | ok=True attempts=1 fallback=False
[role] 藿香 -> non-core | ok=True attempts=1 fallback=False
[role] 色 -> core | ok=True attempts=1 fallback=False
[role] 无明 -> core | ok=True attempts=1 fallback=False
[role] 触 -> core | ok=True attempts=1 fallback=False
[role] 安息香 -> non-core | ok=True attempts=1 fallback=False
[role] 《千金翼方》 -> core | ok=True attempts=1 fallback=False
[role] 无明烦恼 -> core | ok=True attempts=1 fallback=False
[role] 《本草纲目》 -> core | ok=True attempts=1 fallback=False
[role] 白内障手术 -> non-core | ok=True attempts=1 fallback=False
[role] 蒸气疗法 -> non-core | ok=True attempts=1 fallback=False
[role] 谢道人 -> non-core | ok=True attempts=1 fallback=False
[role] 阿伽陀圆 -> non-core | ok=True attempts=1 fallback=False
[role] 脚气病防治先驱 -> non-core | ok=True attempts=1 fallback=False
[role] 金针拔障术 -> non-core | ok=True attempts=1 fallback=False
[role] 羊膜记录 -> non-core | ok=True attempts=1 fallback=False
[role] 小夹板固定技术 -> non-core | ok=True attempts=1 fallback=False
